price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,theme,crawl_month,id
16.0,26,EUR,1000,0,4.0,450,1,1,0,0,"Women Rompers,Fashion,Beach,slim,Jumpsuits & Rompers,V-neck,Casual,Women's Fashion,sleeveless,Women's Jumpsuits,sexy,sexy jumpsuit,jumpsuit,zippers,Rompers,Women",,S,11,Livraison standard,4,0,28,50,,,CN,Jutao Trading,jutaotrading,"90 % avis positifs (12,322 notes)",12322,4.237542606719688,595f3d28ce4e69232af53c32,0,,summer,2020-08,574
8.0,11,EUR,10000,1,4.0,1715,0,0,0,0,"Summer,Fashion,night dress,Dress,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton",white,M,50,Livraison standard,2,0,37,50,,,CN,yanxiahome,yanxiahome,"(4,907 notes)",4907,4.240676584471164,5b43232f86152a07d4ffc58c,0,,summer,2020-08,457
11.0,84,EUR,100,1,4.0,18,0,0,0,0,"Summer,Shift Dress,Sleeve,shirt dress,long dress,Beach,Dress,short sleeves,cottonlinendre,beach dress,Shorts,Midi Dress,Ladies,Women's Fashion,loose dress",gray,XS,5,Livraison standard,2,0,27,50,,,CN,qiaoqiao1053,qiaoqiao1053,80 % avis positifs (435 notes),435,3.855172413793104,5ac82ff62c49567ffa616535,0,,summer,2020-08,299
2.76,17,EUR,1000,1,5.0,49,1,0,1,0,"Cotton,Slim  Fitting,Tank,summer tank top,Tops,New arrival,tank top,Women's Fashion,tanktopforwomen,sleeveless tops,printtanktop,Women,Fashion,tops for women,Women Fashion,Slim Fit",green,XS,3,Livraison standard,1,0,43,50,,,CN,Sonick,sonick,"88 % avis positifs (11,505 notes)",11505,4.136723163841808,565c13ad389b9b2df29caa32,0,,summer,2020-08,1315
9.0,8,EUR,5000,1,4.0,740,0,0,0,0,"Summer,Fashion,Tunic dress,short sleeves,Floral dress,Mini dress,beach dress,short sleeve dress,printed,two piece dress,Party Dresses,Casual,Shorts,tunic,Sleeve,Sunflowers,Plus Size,summer dress,Women's Fashion,Dress,Beach,Tops",grey,XS.,2,Livraison standard,3,0,26,50,,,CN,chaokelaihuanxishangpu,潮客来欢喜商铺,"86 % avis positifs (24,771 notes)",24771,4.047959307254451,57adc71ab0960b039817e137,0,,summer,2020-08,79
5.0,5,EUR,5000,1,4.0,883,0,0,0,0,"women dress,dressesforwomen,Floral print,Summer,long dress,Plus Size,summer dress,Print,Women's Fashion,Dresses,beach dress,Sleeveless dress,fashion dresses,Floral,Party Dresses,Women,Fashion,Dress,sleeveless,casual dress",black,S,50,Livraison standard,2,0,23,50,,,CN,yuanchentrade,yuanchentrade,"88 % avis positifs (11,883 notes)",11883,4.120676596818985,585a8e9a7b78704cd251a232,0,,summer,2020-08,132
2.71,3,EUR,20000,0,4.0,7022,0,0,0,0,"Summer,Vest,Fashion,Tank,camisole,Halter,Tops,crops,Women's Fashion,tank top,Ladies,sexy,Women,Casual,Shirt",grey,S,50,Livraison standard,1,0,38,50,1.0,Quantité limitée !,CN,Mermaid 's Kiss,mermaidskiss,"86 % avis positifs (151,249 notes)",151249,4.04915734980066,5860c757b1e41d4d67d183e8,0,,summer,2020-08,1335
11.0,10,EUR,1000,0,4.0,215,0,0,0,0,"Summer,Lace,Dress,Lace Dress,V-neck,Women's Fashion,Women Clothing,Sleeveless dress,summer dresses,women dress,loose dress,sleeveless",pink,S,50,Standart Gönderi,2,0,39,50,,,CN,Ahadadada,ahadadada,"87% Olumlu Geri Bildirim (2,377 oy verildi)",2377,4.063525452250737,5ad1f14d40626a47903fe9df,0,,summer,2020-08,4
12.0,11,EUR,1000,0,4.0,171,0,0,0,0,"butterflyprint,butterfly,Plus Size,Summer,fashion dress,Dress,Mini dress,Mini,Women's Fashion,Fashion,Summer Fashion,knee,Casual,Women Fashion,casual dress,Shorts,button,summer dress,Women,Print,sleeveless,Above Knee dresses,loose dress",white,S,7,Livraison standard,3,0,54,50,,,CN,yuanhuaxiaodaian,yuanhuaxiaodaian,"88 % avis positifs (4,811 notes)",4811,4.194554146747039,5ae00dbf67d25c69bcf0251c,0,,summer,2020-08,343
17.0,75,EUR,1000,0,5.0,479,0,0,0,0,"Summer,Coat,Tops,Tee,Harajuku,Hip Hop,3mreflective,kanyewest,streetwear,essential,T Shirts",black,S,50,Livraison standard,5,0,60,50,,,CN,THE wolf come,thewolfcome,"88 % avis positifs (4,778 notes)",4778,4.180828798660527,54a2cd4940b3782666e8a5bf,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_54a2cd4940b3782666e8a5bf.jpg,summer,2020-08,1523
6.0,7,EUR,50,0,3.0,3,0,0,0,0,"Cotton,Women Vest,Vest,Women's Casual Tops,loose top,Tops & Tees,printed shirts,Tops,Sleeveless Shirt,Women's Fashion,Summer,sleeveless tops,sleeveless,Tank,womens tank tops,summer tops,printed",pink,S,46,Livraison standard,2,0,8,50,,,CN,tiefanye,tiefanye,"86 % avis positifs (1,374 notes)",1374,4.058951965065504,5a2fa9ce6ea4a770c66f5599,0,,summer,2020-08,526
11.0,10,EUR,1000,1,4.0,54,0,0,0,0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",black,XS,50,Livraison standard,3,0,41,50,,,CN,OOWW FASHION,ooww,"(73,271 notes)",73271,3.9544430948124085,5495976a40b3782bc8b3654a,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5495976a40b3782bc8b3654a.jpg,summer,2020-08,518
14.0,84,EUR,100,0,4.0,103,0,0,0,0,"bobo,Mini,Fashion,chiffon,Summer,Beach,Dress,summer dress,boho,Floral dress,Mini dress,beach dress,Shorts,party,maxi dress,Floral,sleeveless,Women's Fashion,evening party dress",black,S,50,Livraison standard,3,0,49,50,,,CN,SZshi886wei,szshi886wei,"92 % avis positifs (29,265 notes)",29265,4.288399111566719,598429c3947e4119b7bec1c0,0,,summer,2020-08,431
6.0,6,EUR,20000,1,4.0,2564,0,0,0,0,"blouse,Summer,Plus Size,off the shoulder top,Lace,topsamptshirt,Collar,Women's Fashion,Fashion,Loose,topsampblouse,Women,Casual,Shirt",skyblue,L,50,Livraison standard,2,0,35,50,,,CN,f40051ab1zhong9,f40051ab1zhong9,"(12,974 notes)",12974,3.965700632033297,5a7b23a69bda4e3d375e7b3f,0,,summer,2020-08,949
11.0,50,EUR,5000,0,4.0,869,0,0,0,0,"Summer,Plus Size,Lace,pants,Short pants,summer shorts,yogashort,women fashion shorts,women shorts,Fashion,Lace Up,Sport,trousers,Casual,looseshort,Women,Shorts,Yoga,Waist,casualshortpant,sexyshort,Women's Fashion,high waist,solid color",Black,M,50,Livraison standard,2,0,43,50,,,CN,snowgirl,snowgirl,"84 % avis positifs (36,361 notes)",36361,3.967520145210528,5639cd9bddb94f103070ef9f,0,,summer,2020-08,926
8.0,7,EUR,1000,1,4.0,120,0,0,0,0,"Plus Size,Shirt,Sleeve,Long Sleeve,Tops,Chiffon Shirt,Women's Fashion,V-neck,T Shirts,Women Clothing,chiffon,Fashion,Casual",skyblue,XS,49,Livraison standard,2,0,42,50,,,CN,stayflyskate,stayflyskate,"(7,348 notes)",7348,4.1374523679912905,56cc2ea09879a4136344cf49,0,,summer,2020-08,1363
13.0,22,EUR,1000,1,4.0,156,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,pants,women's pants,summer shorts,Women's Fashion,Womens shorts,Shorts,Casual,Beach Shorts Women,elastic waist,loosepant,high waisted shorts,Lace Up,Panties,Women",khaki,XS,50,Livraison standard,3,0,30,50,1.0,Quantité limitée !,CN,chaojishanghu,chaojishanghu,"92 % avis positifs (4,508 notes)",4508,4.330745341614906,5901f6c2a8e3eb2aca4b5559,0,,summer,2020-08,1439
8.0,7,EUR,100,0,4.0,14,0,0,0,0,"cute,momshirt,Shirt,Sleeve,pregnant,Summer,Print,maternityshirt,Maternity,Cartoons,seenyousoon,Funny,short sleeves,Fashion,pregnantshirt,Shorts,Baby,pregnancyshirt,Casual,T Shirts",black,S,1,Livraison standard,3,0,33,50,,,CN,taizi,taizi,89 % avis positifs (360 notes),360,4.230555555555555,58dfa91e42ab0953f96d31d0,0,,summer,2020-08,128
2.81,3,EUR,100,1,4.0,8,0,0,0,0,"blingblingdiamond,Flip Flops,Sandals,Jewelry,Womens Shoes,Flats,DIAMOND,Slippers,Women's Fashion,open toe,Summer,Plus Size,Beach,Casual,Sandals & Flip Flops",black,34,1,Livraison standard,1,0,35,50,,,CN,hellohorse,hellohorse,"(126,370 notes)",126370,4.14695734747171,58ad449708de0c6dc59d9e06,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_58ad449708de0c6dc59d9e06.jpg,summer,2020-08,357
5.82,58,EUR,1000,1,4.0,623,0,0,0,0,"blouse,Summer,Cotton,Plus Size,Tank,Shirt,Tops,topsamptshirt,Women's Fashion,casual shirt,Casual,T Shirts,Fashion,sleeveless tops,Women,sleeveless,V-neck,sexy,Loose tank tops,button,vneckshirt",orange,S,50,Livraison standard,2,0,61,50,,,CN,shirely_store,shirely_store,"(1,663 notes)",1663,4.071557426337943,58285d7f168b5430c5090ab8,0,,summer,2020-08,68
12.0,16,EUR,10000,0,3.0,1322,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,S,50,Livraison standard,3,0,18,50,,,CN,ONLYZY,onlyzy,"82 % avis positifs (17,120 notes)",17120,3.898890186915888,59aaa4d39fbc514dc80328e3,0,,summer,2020-08,694
14.0,12,EUR,1000,1,4.0,186,0,0,0,0,"Summer,Plus Size,long dress,Dress,asymmetrical dress,Women's Fashion,boho,Sleeveless dress,boho dress,maxi dress,women dress,Women,Beach,loose dress,sleeveless,casual dress",coffee,US-S,10,Livraison standard,4,0,26,50,1.0,Quantité limitée !,CN,liuyaling66058,liuyaling66058,78 % avis positifs (288 notes),288,3.7291666666666665,5de0981739adf2a3406bed18,0,,summer,2020-08,112
5.74,5,EUR,5000,0,4.0,1179,0,0,0,0,"blouse,Tops & Tees,Shorts,Cotton Shirt,Lace,Hollow-out,Women Blouse,Food,summer t-shirts,short sleeves,candy,Casual,T Shirts,Summer,Tops & T-Shirts,loose t-shirt,short sleeve shirt,Sleeve,Shirt",green,XS,6,Livraison standard,2,0,20,50,,,CN,Foryingni,foryingni,"87 % avis positifs (11,854 notes)",11854,4.094904673527923,5800a8bb50d8ab5aaee15f20,0,,summer,2020-08,26
7.0,6,EUR,5000,0,3.0,1212,0,0,0,0,"Summer,Plus Size,short dress,Dress,Mini dress,Pocket,Women's Fashion,Sleeveless dress,off shoulder,solid color,women dress,Casual,Women",white,S,9,Livraison standard,2,0,13,50,,,CN,cyh888,cyh888,"(1,686 notes)",1686,3.687425860023725,59a8267535e73b1fe45b702e,0,,summer,2020-08,524
14.0,12,EUR,1000,1,4.0,481,0,0,0,0,"Summer,Leggings,Shorts,high waist,pants,Denim,slim,Short pants,jean shorts,Women's Fashion,Fashion,Denim Shorts,Plus Size,rippedshort,Jeans,Casual,Women",lightblue,M,50,Livraison standard,4,0,41,50,,,CN,Denas Fashion,denasfashion,"82 % avis positifs (26,473 notes)",26473,3.8947606995807047,55dc300452a04b658ad68139,0,,summer,2020-08,1432
9.0,65,EUR,1000,1,4.0,162,0,0,0,0,"runningshort,Beach Shorts,beachpant,Bottom,sailboatshort,Shorts,Sport,beach swimwear,Men's Fashion,Puma,Summer,Men Shorts,men's shorts,surfshort,Beach,Men",red,M,50,Livraison standard,3,0,36,50,,,CN,charmyaner,charmyaner,"(3,373 notes)",3373,3.9647198339756895,5a5c78ee9d0a7b724c6535fa,0,,summer,2020-08,1321
8.0,7,EUR,50,0,4.0,8,0,0,0,0,"Mini,floralprinteddre,Plus Size,Floral print,Summer,Spaghetti,Dress,summer dress,Party Dress,beach dress,Mini dress,Print,Women's Fashion,Sleeveless dress,Sexy Dress,Floral,women dress,sexy,Fashion",yellow,XS,1,Livraison standard,2,0,25,50,,,CN,zhongling695847,zhongling695847,77 % avis positifs (334 notes),334,3.736526946107785,5dda40561fead208515f98e2,0,,summer,2020-08,790
3.85,10,EUR,50,0,3.0,3,0,0,0,0,"Summer,Fashion,Shirt,sundress,Dresses,Dress,Women's Fashion,V-neck,Cocktail Dress,beach dress,Party Dress,off shoulder,Girls Dresses,sleeveless,Pleated Skirt,Spaghetti,Casual,Pleated,Necks",purple,Size XXS,7,Livraison standard,1,0,25,50,,,CN,The leisure pavilion,theleisurepavilion,"87 % avis positifs (7,676 notes)",7676,4.0394736842105265,594ba69f2eac11550ec111a1,0,,summer,2020-08,103
9.0,13,EUR,5000,1,4.0,1017,0,0,0,0,"Summer,harem,Shorts,Casual pants,pants,harem pants,Men's Fashion,Fashion,Men's pants,men's shorts,Sport,Striped,trousers",black,pants-S,50,Livraison standard,3,0,36,50,,,CN,aa388ps,aa388ps,"(2,359 notes)",2359,4.058499364137346,587b795b0366d00c898ea210,0,,summer,2020-08,1382
7.0,50,EUR,1000,0,4.0,49,0,0,0,0,"sleeve v-neck,Plus Size,fashion women,short sleeve dress,Sleeve,Dresses,Dress,short sleeves,V-neck,casual dresses,Women's Fashion,Party Dress,Shorts,Mini dress,Casual,Women",Army green,S,50,Livraison standard,2,0,132,50,,,CN,kaiqiangmaoyi,kaiqiangmaoyi,"(1,290 notes)",1290,4.011627906976744,5d47dd864f7ba75f53d67c7c,0,,summer,2020-08,492
5.79,30,EUR,1000,1,3.0,212,0,0,0,0,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,XS,50,Livraison standard,2,0,118,50,,,CN,taomi  gogo,taomigogo,"(21,012 notes)",21012,4.189843898724538,5b14d31d7e43f22f255ea98c,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5b14d31d7e43f22f255ea98c.jpg,summer,2020-08,1543
3.0,3,EUR,50,0,4.0,4,0,0,0,0,"Sleeveless dress,dressesforwomen,Summer,long dress,Dress,summer dress,backless dress,Casual,Cotton Dress,Party Dress,sleeveless,prom dresses,loose dress,Women",orange,XS,1,Livraison standard,1,0,27,50,1.0,Quantité limitée !,CN,gaoying666300,gaoying666300,81 % avis positifs (28 notes),28,4.035714285714286,5e4f6a3a29e786346774bcce,0,,summer,2020-08,1030
9.0,8,EUR,5000,0,3.0,777,0,0,0,0,"Summer,Shorts,Necks,Sleeve,long dress,Beach,Tunic dress,Loose,short sleeves,V-neck,beach dress,printed,vacationdre,Dress,Women's Fashion,Casual,long_maxi_dress,Women",khaki,S,50,Livraison standard,3,0,24,50,1.0,Quantité limitée !,CN,fengjinying,fengjinying,"(10,474 notes)",10474,3.908535421042582,5b160017daac45594728d9ba,0,,summer,2020-08,851
5.77,5,EUR,100,1,4.0,4,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Lace,Women Skirts,Shirt,Dress,Plus size top,Tops,lace blouse,Women's Fashion,Fashion,sleeveless,blousesampshirt,sexy,Women,Casual,Cotton",armygreen,S,45,Livraison standard,1,0,31,50,,,CN,hufscfshkuhjdfs,hufscfshkuhjdfs,"(8,996 notes)",8996,3.915740329035127,5b348167af6b3122dba38825,0,,summer,2020-08,210
9.0,36,EUR,20000,0,4.0,4345,0,0,0,0,"Summer,long skirt,pencil skirt,Fashion Skirts,long dress,Dress,pencil,Women Skirts,Women's Fashion,splits,sexy,Skirts,Women",black,S,50,Standard Shipping,3,0,42,50,,,CN,Shopping&Sharing,shoppingsharing,"(49,327 ratings)",49327,4.168345936302633,595b54fcd44a9b1180cb102b,0,,summer,2020-08,387
6.0,22,EUR,1000,1,5.0,47,0,0,0,0,"butterflyprint,butterfly,Plus Size,Tank,Shirt,Summer,Tops,Women's Fashion,tank top,summer tops,Sleeveless Shirt,Fashion,3dprint,combo,Print,sleeveless,countrygirl,Casual,Women Fashion,Women",red,S,1,Livraison standard,2,0,41,50,1.0,Quantité limitée !,CN,shenzhenxiaoshangpu,深圳小商铺,"82 % avis positifs (15,812 notes)",15812,3.855173286111814,57878a7316b28907b9b50131,0,,summer,2020-08,393
11.0,16,EUR,100,1,3.0,12,0,0,0,0,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",winered,S,50,Livraison standard,2,0,16,50,1.0,Quantité limitée !,US,Josephineo,josephineo,83 % avis positifs (18 notes),18,3.6666666666666665,5e9a629b29e786250230ba90,0,,summer,2020-08,1349
8.0,7,EUR,100,1,5.0,7,0,0,0,0,"Summer,womenshirtset,shortsetsforwomen,Sleeve,beachsuit,yoga pants,womensportset,yogasuitset,short sleeves,womens clothes,Women's Fashion,Shorts,printed,Fashion,T Shirts,Women",black & white,XS,2,Livraison standard,3,0,37,50,,,CN,yuan zheng shop,yuanzhengshop,(610 notes),610,3.8147540983606567,5dcf512a97383300d357ad69,0,,summer,2020-08,787
7.0,6,EUR,100,0,3.0,4,0,0,0,0,"Summer,Fashion,Floral print,Necks,multicolorprinting,Dress,Loose,V-neck,Floral,Women's Fashion,Sleeveless dress,summer dress,Print,sleeveless,Casual",yellow,XS,9,Livraison standard,2,0,24,50,1.0,Quantité limitée !,CN,fengjinying,fengjinying,"83 % avis positifs (10,474 notes)",10474,3.908535421042582,5b160017daac45594728d9ba,0,,summer,2020-08,534
11.0,10,EUR,1000,0,4.0,221,0,0,0,0,"Summer,floralprinteddres,Dress,slim,Floral dress,Women's Fashion,Plus Size,womensleevelessdres,printed,Floral,Casual,Women,dressforwomen,Flowers,Necks,casualwomendres,summer dress,summersleeveelessdres,Sleeveless dress,Round neck,dress slim,sleeveless",white,M,6,Livraison standard,3,0,36,50,1.0,Quantité limitée !,CN,wofu_network_technology,huaracheairfactory,"87 % avis positifs (73,119 notes)",73119,4.004267016780864,547465748edcfa6ceab14f70,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_547465748edcfa6ceab14f70.jpg,summer,2020-08,522
16.0,108,EUR,10000,1,5.0,1524,1,0,1,0,"Fashion,Shirt,women dresses,Long Sleeve,plus size dress,Dress,pulloverdres,Women's Fashion,Midi Dress,maxi dress,kaftandres,plaidchecked",red,L,50,Livraison standard,4,0,40,50,1.0,Quantité limitée !,CN,vvfashion2016,vvfashion2016,"90 % avis positifs (90,105 notes)",90105,4.2012984851007165,58131ddf6f55296033923a7c,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_58131ddf6f55296033923a7c.jpg,summer,2020-08,1474
6.0,32,EUR,5000,0,4.0,536,0,0,0,0,"Summer,Beach Shorts,Sports & Outdoors,Elastic,Short pants,summer shorts,Women's Fashion,Shorts,women shorts,Plus Size,Panties,high waisted shorts,pant womens summer,Lace",white,S,50,Livraison standard,2,0,18,50,1.0,Quantité limitée !,CN,ONLYZY,onlyzy,"82 % avis positifs (17,120 notes)",17120,3.898890186915888,59aaa4d39fbc514dc80328e3,0,,summer,2020-08,616
7.0,6,EUR,100,0,5.0,2,0,0,0,0,"Summer,Vest,Plus Size,Tank,Tops,V-neck,Fashion,tank top,knot,solid color,sleeveless,Casual,Women Fashion,Cotton",black,S,50,Livraison standard,2,0,41,50,,,CN,aishoumat,aishoumat,"(9,703 notes)",9703,3.9707307018447904,5a9e4f25e05388149703d9c8,0,,summer,2020-08,1466
8.0,7,EUR,10000,1,4.0,1467,0,0,0,0,"Summer,Shorts,Lace,pants,Waist,Short pants,Yellow,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,high waist",black,4XL,50,Livraison standard,3,0,41,50,1.0,Quantité limitée !,CN,shipping666,shipping666,"83 % avis positifs (8,563 notes)",8563,3.8971154969052897,59a2e74a8696be0eeb7a7ba9,0,,summer,2020-08,627
8.0,7,EUR,1000,1,4.0,378,0,0,0,0,"Summer,Women Rompers,looseblouse,summer shorts,short sleeves,Women's Fashion,jumsuitsforwomen,loosejumpsuit,One-Piece Suits,Necks,onepiece,Shorts,Waist,Sleeve,Pure Color,jumpsuit,Casual,Jumpsuits & Rompers,Ladies,Women,women Jumpsuit,tops for women",blue,XS,5,Livraison standard,2,0,137,50,,,CN,xiangbuxiangdoude,xiangbuxiangdoude,"86 % avis positifs (4,434 notes)",4434,4.0647271087054575,59b38b9d0ec30f3dcde27914,0,,summer,2020-08,1428
5.65,33,EUR,10,0,5.0,0,0,0,0,0,"Mini,Vest,Fashion,Tank,Halter,Summer,womemstop,Tops,tank top,#top #crop,tankvest,V-neck,sleeveless",yellow,XXXXL,50,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,Zios,zios,"86 % avis positifs (28,798 notes)",28798,4.0370164594763525,57c4dd2ce2a1b61c74c4265a,0,,summer,2020-08,853
4.0,4,EUR,100,1,3.0,21,0,0,0,0,"Summer,Plus Size,long dress,Dress,summer dress,Party Dress,V-neck,Maxi Dresses,Casual,Women's Fashion,Sleeveless dress,backless,Sexy Dress,sleeveless,Women,loose dress,casual dress",pink & blue,SIZE-XXS,5,Livraison standard,1,0,25,50,,,CN,Uncle Drew,uncledrew,"(22,615 notes)",22615,4.078222418748618,568b82677f5cdb26abff2f9a,0,,summer,2020-08,808
16.0,14,EUR,10000,0,4.0,3079,0,0,0,0,"long skirt,crop top,skirtsuit,Tops,Print,Women's Fashion,totemprint,Two piece set,boho,sexyoutfit,twopieceoutfit,backless,cotton crop top,Summer Fashion,sexy,Women,Skirts,splits",multicolor,S,50,Livraison standard,4,0,46,50,1.0,Quantité limitée !,CN,Gdear,gdear,"92 % avis positifs (78,616 notes)",78616,4.310432990739798,5705e40cfda6252c1a9db062,0,,summer,2020-08,973
8.0,85,EUR,100,0,4.0,2,0,0,0,0,"Summer,scrunch,Yoga,skinnyshort,Shorts,Fitness,Running,yogashort,gymshort,women shorts,short leggings,Sport,elasticlegging,fitness leggings,Women's Fashion,Women Fashion,Women",purple,S,50,Livraison standard,3,0,45,50,,,CN,Justfashion,顶级婆娘,"85 % avis positifs (59,234 notes)",59234,3.9870513556403417,5667c747eb4b140fe963ba77,0,,summer,2020-08,1036
5.0,5,EUR,100,1,5.0,6,0,0,0,0,"Summer,Shorts,high waist shorts,high waist,Casual pants,pants,Short pants,Waist,Slim Fit,summer shorts,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Lace",red,XS,1,Livraison standard,2,0,40,50,,,CN,uiuieornt,uiuieornt,59 % avis positifs (231 notes),231,3.0389610389610384,5e537a4038654d5bb8db71b4,0,,summer,2020-08,1301
8.0,7,EUR,100,0,4.0,21,0,0,0,0,"Summer,Plus Size,women dresses,Evening Dress,Dress,slim,casual dresses,Mini dress,beach dress,sleeveless,summer dresses,casual dress,slim dress,Shorts,Waist,short dress,Slim Fit,Women's Fashion,camouflage,Sleeveless dress,t,women dress,Women",purple,SIZE XS,50,Livraison standard,3,0,21,50,,,CN,ELIM fashion store,elimfashionstore,"92 % avis positifs (6,126 notes)",6126,4.3183153770812925,550ab2be8e8def0b2c654d4b,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_550ab2be8e8def0b2c654d4b.jpg,summer,2020-08,660
25.0,38,EUR,50,1,4.0,6,0,0,0,0,"slim dress,neck dress,Necks,rainbow,Evening Dress,Dress,summer dress,Party Dress,Women's Fashion,Formal Dress,beach dress,Sleeveless dress,Summer,party,Sexy Dress,women dress,sexy,Beach,backless",rainbow,S,10,Livraison standard,7,0,27,37,,,CN,beaufullife2017,beaufullife2017,84 % avis positifs (401 notes),401,4.00997506234414,597ff85721064f2607e253e9,0,,summer,2020-08,562
9.0,21,EUR,100,0,4.0,47,0,0,0,0,"Summer,womens dresses,Mini,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,Women S Clothing,backless,sexy,party,Casual,sleeveless",green,M,7,Livraison standard,3,0,34,50,,,CN,SKATE,skate,"87 % avis positifs (9,827 notes)",9827,4.113869950137377,57c306d73a698c06f98ed450,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_57c306d73a698c06f98ed450.jpg,summer,2020-08,499
16.0,14,EUR,100,1,4.0,18,0,0,0,0,"Summer,Training,Shorts,Running,pants,Gym,Fitness,jogging,quickdry,Men's Fashion,2in1short,Sport,sportsshort",black,L,50,Livraison standard,5,0,81,50,,,CN,highspring,highspring,83 % avis positifs (901 notes),901,3.982241953385128,5927d9ead7f65462c5a1d409,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5927d9ead7f65462c5a1d409.jpg,summer,2020-08,1286
11.0,10,EUR,1000,0,4.0,212,0,0,0,0,"Summer,Plus Size,women dresses,long dress,Evening Dress,Dress,casual dresses,beach dress,Stripes,sleeveless,summer dresses,Casual,casual dress,Shorts,tunic,Shirt,Waist,summer dress,Women's Fashion,Sleeveless dress,women dress,Women,Beach",red,XS,50,Livraison standard,3,0,21,50,,,CN,SMOEYAKIO,smoeyakio,83 % avis positifs (543 notes),543,3.9318600368324126,5d5a1171560eca427bf10acb,0,,summer,2020-08,230
6.0,9,EUR,10000,1,4.0,1367,0,0,0,0,"bohemia,Plus Size,dandelionfloralprinted,short sleeves,yoga top,bohotshirt,Cool T-Shirts,Women's Fashion,Fashion,short sleeve shirt,Casual,Women,Shorts,Yoga,Shirt,Sleeve,graphic tee,Tee Shirt,T Shirts,boho,bohoshirt,Print,Casual Tops,Tops",navyblue,S,50,Livraison standard,2,0,41,50,,,CN,cxuelin99126,cxuelin99126,"90 % avis positifs (5,316 notes)",5316,4.224604966139955,5b507899ab577736508a0782,0,,summer,2020-08,1297
2.0,2,EUR,5000,1,4.0,320,0,0,0,0,"Summer,Plus Size,Deep V-Neck,Pleated,tank top,Ladies,Women's Fashion,Fashion,sleeveless tops,chiffon blouse,Casual T-Shirt,Floral,Tank,summer tops,Clothes,blouse,Floral print,Shirt,loose shirt,Tops,Casual,V-neck,sleeveless,women top,Beach,printed",black,XS,1,Livraison standard,1,0,20,50,,,CN,zjyuanhang.1,zjyuanhang1,"84 % avis positifs (1,029 notes)",1029,3.9659863945578233,57ff8bcd0712e0312f81ed73,0,,summer,2020-08,998
11.0,38,EUR,5000,0,5.0,377,0,0,0,0,"setsforwomen,rugratsprint,rugratsset,rugrat,Women Set,summeroutfit,Women's Fashion,twopieceoutfit,Two Pieces,printed,Tie Dye,summerset,Dyes,Fashion,Casual",yellow,XS,2,Livraison standard,2,0,28,50,,,CN,zengzhaoti,zengzhaoti,88 % avis positifs (602 notes),602,4.17109634551495,5e673ce450536b05cca259f2,0,,summer,2020-08,1139
13.0,33,EUR,1000,1,4.0,122,0,0,0,0,"Summer,Shorts,Sleeve,Hollow-out,pants,sportsset,short sleeves,Outfits,Women's Fashion,Fashion,Women,tacksuit,sexy,Clothes,Tops,T Shirts,jumpsuit",grey,S,50,Livraison standard,3,0,44,50,,,US,wf06,wf06,86 % avis positifs (114 notes),114,4.149122807017544,5e6910549145adc9f7972fac,0,,summer,2020-08,964
